"ResultsId","ExpId","1-Finished","1-FinishGain","1-MaxDuration","1-PotentialGain","1-RequiredAccuracy","1-StartGain","2-Finished","2-FinishGain","2-MaxDuration","2-PotentialGain","2-RequiredAccuracy","2-StartGain","3-1-1-Angle","3-1-1-Block","3-1-1-Coherence","3-1-1-CorrectResponse","3-1-1-IsCorrect","3-1-1-Order","3-1-1-Response","3-1-1-StartCorrect","3-1-1-StartDuration","3-1-1-StartScore","3-1-1-Time","3-1-2-Angle","3-1-2-Block","3-1-2-Coherence","3-1-2-CorrectResponse","3-1-2-IsCorrect","3-1-2-Order","3-1-2-Response","3-1-2-StartCorrect","3-1-2-StartDuration","3-1-2-StartScore","3-1-2-Time","3-1-3-Angle","3-1-3-Block","3-1-3-Coherence","3-1-3-CorrectResponse","3-1-3-IsCorrect","3-1-3-Order","3-1-3-Response","3-1-3-StartCorrect","3-1-3-StartDuration","3-1-3-StartScore","3-1-3-Time","3-1-4-Angle","3-1-4-Block","3-1-4-Coherence","3-1-4-CorrectResponse","3-1-4-IsCorrect","3-1-4-Order","3-1-4-Response","3-1-4-StartCorrect","3-1-4-StartDuration","3-1-4-StartScore","3-1-4-Time","3-1-5-Angle","3-1-5-Block","3-1-5-Coherence","3-1-5-CorrectResponse","3-1-5-IsCorrect","3-1-5-Order","3-1-5-Response","3-1-5-StartCorrect","3-1-5-StartDuration","3-1-5-StartScore","3-1-5-Time","3-1-6-Angle","3-1-6-Block","3-1-6-Coherence","3-1-6-CorrectResponse","3-1-6-IsCorrect","3-1-6-Order","3-1-6-Response","3-1-6-StartCorrect","3-1-6-StartDuration","3-1-6-StartScore","3-1-6-Time","3-1-7-Angle","3-1-7-Block","3-1-7-Coherence","3-1-7-CorrectResponse","3-1-7-IsCorrect","3-1-7-Order","3-1-7-Response","3-1-7-StartCorrect","3-1-7-StartDuration","3-1-7-StartScore","3-1-7-Time","3-1-8-Angle","3-1-8-Block","3-1-8-Coherence","3-1-8-CorrectResponse","3-1-8-IsCorrect","3-1-8-Order","3-1-8-Response","3-1-8-StartCorrect","3-1-8-StartDuration","3-1-8-StartScore","3-1-8-Time","3-Finished","3-FinishGain","3-MaxDuration","3-PotentialGain","3-RequiredAccuracy","3-StartGain","4-Finished","4-MaxDuration","4-PotentialGain","4-RequiredAccuracy","4-StartGain","age","blockorder","condition","country","finished","gainfinish","gainstart","gender","source","stage","started","Stats-Blank-Average","Stats-Blank-Max","Stats-Blank-Min","Stats-Blank-Stdev","subjectid","Tag","UserAgent","WindowSize","UpdatedIP","CreatedIP","Updated","Created",
"11348","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","-1","1","-1","0","0","","-1","270","3","0.15","1","1","6","1","4","6917.815060726847","","579","270","3","0.20","1","1","4","1","2","4727.482261213125","","1090","270","3","0.25","1","1","2","1","0","3005.9078635136247","","1104","90","3","0.10","2","1","5","2","3","5829.828047739837","","1074","90","3","0.15","2","1","7","2","5","7502.805767589729","","921","90","3","0.20","2","0","8","1","6","8438.16469309268","","641","90","3","0.25","2","1","3","2","1","4124.925187323926","","591","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","502.51","516.3","500.33","5.21","1132","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.54","10.16.97.54","07-03-2018 15:23:43","07-03-2018 15:22:20",
"11351","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","1","1","0","0","","1161","270","3","0.15","1","1","2","1","1","1169.2434208603736","","599","270","3","0.20","1","1","5","1","4","3000.475470180696","","942","270","3","0.25","1","1","3","1","2","1775.967919351846","","475","90","3","0.10","2","1","6","2","5","3957.051628989495","","1033","90","3","0.15","2","-1","7","-1","6","4995.538412262766","","-1","90","3","0.20","2","0","8","1","6","8002.032218584209","","896","90","3","0.25","2","1","4","2","3","2260.841129251916","","733","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","1","Australia","1","0","0","male","firstyear","1","1","502.44","516.03","500.21","5.14","1133","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.205","10.16.96.205","07-03-2018 15:35:43","07-03-2018 15:34:41",
"11358","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","8","2","2","8816.313999999693","","1294","270","3","0.15","1","0","5","2","1","5549.778000000515","","1666","270","3","0.20","1","0","4","2","1","4783.142000000225","","767","270","3","0.25","1","0","2","2","0","3016.5459999989253","","914","90","3","0.10","2","-1","1","-1","0","0","","-1","90","3","0.15","2","0","7","1","2","8216.338000001997","","593","90","3","0.20","2","1","3","2","0","3933.175999998639","","850","90","3","0.25","2","1","6","2","1","7216.3780000009865","","993","1","0","0","0","0","0","0","0","0","0","0","28","[1,2,3,4]","2","USA","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1134","Study 4a","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","122.174.254.5","122.174.254.5","07-03-2018 20:25:01","07-03-2018 20:23:27",
"11359","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","6","1","2","8662.260999670252","","1334","270","3","0.15","1","0","3","2","1","2726.857999805361","","1188","270","3","0.20","1","-1","5","-1","2","5653.422999661416","","-1","270","3","0.25","1","1","2","1","0","1479.6749998349696","","1232","90","3","0.10","2","1","7","2","3","10008.760999655351","","936","90","3","0.15","2","0","1","1","0","0","","1476","90","3","0.20","2","1","4","2","1","3923.9419996738434","","1715","90","3","0.25","2","1","8","2","4","10956.225999630988","","1056","1","0","0","0","0","0","0","0","0","0","0","49","[1,2,3,4]","1","United States","1","0","0","female","mturk","1","1","510.37","515.88","500.42","6.72","1135","Study 4a","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","73.40.21.219","73.40.21.219","07-03-2018 20:27:13","07-03-2018 20:25:08",
"11362","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","-1","6","-1","2","8514.790664722852","","-1","270","3","0.15","1","1","3","1","1","3603.5323323629273","","1186","270","3","0.20","1","0","1","2","0","0","","1294","270","3","0.25","1","0","5","2","2","6971.654664452799","","1528","90","3","0.10","2","1","2","2","0","1294.004332296172","","2310","90","3","0.15","2","0","7","1","2","11524.322664853331","","1435","90","3","0.20","2","0","4","1","2","4787.588332496409","","2184","90","3","0.25","2","1","8","2","2","12975.458664744103","","1374","1","0","0","0","0","0","","","","","","62","[1,2,3,4]","2","USA","0","","0","male","mturk","1","1","","","","","1136","Study 4a","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0","","70.209.143.60","70.209.143.60","07-03-2018 20:29:38","07-03-2018 20:27:30",
"11367","study6ap","1","0","0","0","0","0","","","","","","","270","3","0.10","1","0","4","2","1","5517.231999983778","","1768","270","3","0.15","1","0","7","2","3","9034.161999996286","","1207","270","3","0.20","1","0","3","2","1","4267.100999990362","","1244","270","3","0.25","1","1","6","1","2","8167.511999985436","","863","90","3","0.10","2","-1","1","-1","0","0","","-1","90","3","0.15","2","1","5","2","1","7284.07199998037","","873","90","3","0.20","2","1","8","2","3","10250.805999996373","","1155","90","3","0.25","2","1","2","2","0","3000.2459999959683","","1265","1","0","0","0","0","0","0","0","0","0","0","34","[1,2,3,4]","2","USA","1","0","0","male","mturk","1","1","508.83","518.2","500.91","7.11","1139","Study 4a","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","174.236.135.45","174.236.135.45","07-03-2018 20:44:03","07-03-2018 20:43:00",
"11371","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","2","1","0","3005.6340000010096","","1591","270","3","0.15","1","0","6","2","3","7673.381000000518","","589","270","3","0.20","1","1","5","1","2","6710.032999981195","","958","270","3","0.25","1","-1","1","-1","0","0","","-1","90","3","0.10","2","1","8","2","3","9250.938000011956","","822","90","3","0.15","2","0","7","1","3","8270.864999998594","","971","90","3","0.20","2","0","4","1","2","5414.257999975234","","1282","90","3","0.25","2","1","3","2","1","4600.523999979487","","804","1","0","0","0","0","0","0","0","0","0","0","29","[1,2,3,4]","1","usa","1","0","0","female","mturk","1","1","515.18","515.5","514.78","0.2","1140","Study 4a","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","70.125.32.46","70.125.32.46","07-03-2018 20:46:16","07-03-2018 20:45:22",
"11373","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","4","1","1","5466.44800005015","","903","270","3","0.15","1","1","6","1","3","7099.716000026092","","679","270","3","0.20","1","0","1","2","0","0","","2189","270","3","0.25","1","1","8","1","5","8649.65400006622","","755","90","3","0.10","2","1","2","2","0","2199.9120000982657","","2107","90","3","0.15","2","0","3","1","1","4316.4940000278875","","1151","90","3","0.20","2","1","5","2","2","6383.0780000425875","","713","90","3","0.25","2","1","7","2","4","7783.021999988705","","861","1","0","0","0","0","0","0","0","0","0","0","34","[1,2,3,4]","1","united states","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1141","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36","","45.47.32.189","45.47.32.189","07-03-2018 20:50:23","07-03-2018 20:49:33",
"11385","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","5","2","2","5249.475000004168","","1702","270","3","0.15","1","1","1","1","0","0","","1858","270","3","0.20","1","1","2","1","1","1866.4799999969546","","1359","270","3","0.25","1","0","4","2","2","4532.8799999988405","","704","90","3","0.10","2","1","8","2","2","11415.525000003981","","944","90","3","0.15","2","0","6","1","2","6965.970000004745","","1422","90","3","0.20","2","0","3","1","2","3233.009999996284","","1298","90","3","0.25","2","-1","7","-1","2","8399.160000000848","","-1","1","0","0","0","0","0","0","0","0","0","0","49","[1,2,3,4]","2","usa","1","0","0","female","mturk","1","1","516.62","516.62","516.62","0","1142","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","174.53.4.82","174.53.4.82","07-03-2018 22:23:49","07-03-2018 22:22:37",
"11386","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","-1","2","-1","0","2566.5639999788254","","-1","270","3","0.15","1","0","4","2","1","6316.414000000805","","1278","270","3","0.20","1","1","5","1","1","7616.362000117078","","996","270","3","0.25","1","0","6","2","2","8632.988000055775","","1305","90","3","0.10","2","1","8","2","2","10966.22799988836","","1812","90","3","0.15","2","0","7","1","2","9949.601999949664","","994","90","3","0.20","2","0","1","1","0","0","","2539","90","3","0.25","2","1","3","2","0","5583.1100000068545","","714","1","0","0","0","0","0","0","0","0","0","0","32","[1,2,3,4]","2","USA","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1143","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36","","76.3.74.39","76.3.74.39","07-03-2018 22:25:35","07-03-2018 22:23:57",
"11392","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","2","1","0","3016.18400006555","","1116","270","3","0.15","1","1","4","1","2","4815.895999781787","","826","270","3","0.20","1","0","5","2","3","5649.095999775454","","446","270","3","0.25","1","1","6","1","3","6099.023999879137","","615","90","3","0.10","2","-1","1","-1","0","0","","-1","90","3","0.15","2","1","3","2","1","4132.671999977902","","683","90","3","0.20","2","1","7","2","4","6715.591999934986","","875","90","3","0.25","2","1","8","2","5","7599.375999765471","","848","1","0","0","0","0","0","0","0","0","0","0","28","[1,2,3,4]","1","USA","1","0","0","female","mturk","1","1","514.62","516.58","500.88","5.19","1144","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","24.139.209.4","24.139.209.4","07-03-2018 22:40:08","07-03-2018 22:39:05",
"11400","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","5","2","3","8083.010000002105","","1067","270","3","0.15","1","1","4","1","2","5999.760000006063","","2064","270","3","0.20","1","1","8","1","5","11266.215999996348","","1054","270","3","0.25","1","0","1","2","0","0","","1678","90","3","0.10","2","1","6","2","3","9166.299999997136","","935","90","3","0.15","2","1","2","2","0","1699.932000003173","","1888","90","3","0.20","2","1","7","2","4","10116.261999995913","","1134","90","3","0.25","2","1","3","2","1","3599.8560000080033","","2378","1","0","0","0","0","0","0","0","0","0","0","33","[1,2,3,4]","1","US","1","0","0","","mturk","1","1","516.65","516.65","516.65","0","1145","Study 4a","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","138.75.232.141","138.75.232.141","07-03-2018 23:38:47","07-03-2018 23:37:48",
"11405","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","2","1","1","949.9620000133291","","1104","270","3","0.15","1","0","5","2","3","3716.518000001088","","690","270","3","0.20","1","1","4","1","2","2783.2219999982044","","923","270","3","0.25","1","1","8","1","5","6549.738000030629","","956","90","3","0.10","2","0","3","1","2","2066.5840000147","","716","90","3","0.15","2","1","6","2","3","4416.490000032354","","991","90","3","0.20","2","1","7","2","4","5416.45000007702","","1134","90","3","0.25","2","1","1","2","0","0","","945","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","2","usa","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1146","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36","","24.177.146.206","24.177.146.206","08-03-2018 00:10:27","08-03-2018 00:09:23",
"11410","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","2","1","1","1176.010125437002","","1795","270","3","0.15","1","1","5","1","4","4934.69286008818","","915","270","3","0.20","1","1","8","1","7","7177.845083268621","","508","270","3","0.25","1","1","6","1","5","5855.053819877212","","676","90","3","0.10","2","1","3","2","2","2978.8063685515226","","924","90","3","0.15","2","1","4","2","3","3914.3131094425553","","1015","90","3","0.20","2","1","7","2","6","6540.067629549507","","619","90","3","0.25","2","1","1","2","0","0","","1170","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","1","Malaysia","1","0","0","male","community","1","1","502.23","513.85","500.49","4.39","1147","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.240","10.16.96.240","08-03-2018 10:04:36","08-03-2018 10:03:17",
"11411","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","4","1","3","4199.055021833032","","1543","270","3","0.15","1","0","5","2","4","5751.686646923117","","1952","270","3","0.20","1","0","8","2","5","10847.779786421379","","2491","270","3","0.25","1","1","1","1","0","0","","2182","90","3","0.10","2","0","7","1","5","8694.560998375745","","2146","90","3","0.15","2","1","3","2","2","3177.9639718306716","","1005","90","3","0.20","2","1","6","2","4","7709.009497124091","","974","90","3","0.25","2","1","2","2","1","2190.4498056330485","","971","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","2","Malaysia","1","0","0","female","community","1","1","502.24","514.13","500.47","4.49","1148","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.54","10.16.97.54","08-03-2018 10:05:30","08-03-2018 10:03:41",
"11412","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","5","1","3","6315.399321659046","","941","270","3","0.15","1","1","3","1","1","3994.4130094643915","","1228","270","3","0.20","1","0","7","2","5","8073.861779993327","","1084","270","3","0.25","1","0","8","2","5","9162.717081088223","","1009","90","3","0.10","2","-1","1","-1","0","0","","-1","90","3","0.15","2","1","6","2","4","7271.383433307667","","797","90","3","0.20","2","1","2","2","0","3004.7009273854783","","983","90","3","0.25","2","1","4","2","2","5230.061387343449","","1079","1","0","0","0","0","0","0","0","0","0","0","22","[1,2,3,4]","1","Malaysia","1","0","0","female","community","1","1","502.21","514.47","500.34","4.63","1149","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.245","10.16.96.245","08-03-2018 10:05:48","08-03-2018 10:04:04",
"11413","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","-1","2","-1","1","2670.4944956997133","","-1","270","3","0.15","1","0","8","2","6","11312.428584370522","","2160","270","3","0.20","1","1","1","1","0","0","","2656","270","3","0.25","1","1","6","1","4","9003.349922703077","","842","90","3","0.10","2","1","7","2","5","9859.804726655296","","1445","90","3","0.15","2","1","4","2","2","6562.214812368671","","981","90","3","0.20","2","1","5","2","3","7548.19294713124","","1450","90","3","0.25","2","1","3","2","1","5675.042301431669","","882","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","2","Australia","1","0","0","female","community","1","1","500.43","500.64","500.23","0.11","1150","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.79","10.16.97.79","08-03-2018 10:05:36","08-03-2018 10:04:16",
"11418","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","4","1","3","5016.793127512516","","1936","270","3","0.15","1","1","1","1","0","0","","1390","270","3","0.20","1","1","6","1","5","8361.35236928516","","1600","270","3","0.25","1","1","8","1","7","10837.264412854245","","728","90","3","0.10","2","1","3","2","2","2179.578687246416","","2828","90","3","0.15","2","1","7","2","6","9968.593835662082","","860","90","3","0.20","2","1","5","2","4","6958.6282495333","","1388","90","3","0.25","2","1","2","2","1","1406.692118592262","","754","1","0","0","0","0","0","0","0","0","0","0","18","[1,2,3,4]","2","Australia","1","0","0","female","community","1","1","500.49","500.61","500.17","0.13","1151","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.205","10.16.96.205","08-03-2018 10:11:00","08-03-2018 10:09:49",
"11435","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","5","2","2","2886.723606160129","","659","270","3","0.15","1","1","2","1","1","791.532310620074","","690","270","3","0.20","1","1","8","1","3","4798.526130972517","","713","270","3","0.25","1","1","6","1","2","3558.9909985101694","","577","90","3","0.10","2","1","1","2","0","0","","785","90","3","0.15","2","0","4","1","2","2284.8757319810975","","590","90","3","0.20","2","0","3","1","2","1493.49772259561","","783","90","3","0.25","2","0","7","1","3","4143.969188848932","","648","1","0","0","0","0","0","0","0","0","0","0","18","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","500.53","500.67","500.45","0.07","1152","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.245","10.16.96.245","08-03-2018 10:37:22","08-03-2018 10:36:03",
"11436","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","7","2","2","11214.16900724369","","1246","270","3","0.15","1","1","3","1","0","4643.278820366715","","1765","270","3","0.20","1","0","4","2","1","6413.400014085826","","1402","270","3","0.25","1","1","5","1","1","7820.60284457916","","1693","90","3","0.10","2","0","2","1","0","3007.245730924871","","1625","90","3","0.15","2","-1","1","-1","0","0","","-1","90","3","0.20","2","0","6","1","2","9523.260479555523","","1685","90","3","0.25","2","0","8","1","2","12466.59976381385","","2558","1","0","0","0","0","0","0","0","0","0","0","54","[1,2,3,4]","2","Australia","1","0","0","female","firstyear","1","1","500.46","500.6","500.35","0.08","1153","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.240","10.16.96.240","08-03-2018 10:38:43","08-03-2018 10:36:43",
"11437","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","-1","3","-1","1","4693.51215911263","","-1","270","3","0.15","1","0","8","2","4","13829.366213523695","","1785","270","3","0.20","1","1","6","1","2","10306.148553513601","","2013","270","3","0.25","1","1","7","1","3","12326.166216329162","","1497","90","3","0.10","2","0","2","1","1","3003.944033071901","","1684","90","3","0.15","2","1","4","2","1","7699.333231634795","","1505","90","3","0.20","2","0","5","1","2","9218.878931393817","","1072","90","3","0.25","2","1","1","2","0","0","","2993","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","500.5","500.65","500.31","0.09","1154","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.54","10.16.97.54","08-03-2018 10:38:22","08-03-2018 10:36:46",
"11439","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","7","2","3","10467.321669145851","","1070","270","3","0.15","1","0","3","2","1","4489.994359809105","","1630","270","3","0.20","1","1","6","1","2","9181.444648686258","","1279","270","3","0.25","1","1","8","1","3","11553.05257067045","","1392","90","3","0.10","2","0","4","1","1","6126.115252771138","","1890","90","3","0.15","2","1","2","2","0","3003.9823254536313","","1477","90","3","0.20","2","1","5","2","1","8029.286325897832","","1145","90","3","0.25","2","-1","1","-1","0","0","","-1","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","1","Australia","1","0","0","male","firstyear","1","1","502.43","516.58","500.17","5.35","1155","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.79","10.16.97.79","08-03-2018 10:40:59","08-03-2018 10:38:25",
"11463","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","2","1","0","2783.3038068496244","","2438","270","3","0.15","1","0","6","2","1","11849.717408732795","","1915","270","3","0.20","1","1","7","1","1","13766.222839561779","","1344","270","3","0.25","1","-1","3","-1","1","5233.322853684418","","-1","90","3","0.10","2","0","1","1","0","0","","2778","90","3","0.15","2","0","5","1","1","10016.36811706375","","1822","90","3","0.20","2","0","4","1","1","8249.762326938602","","1769","90","3","0.25","2","1","8","2","2","15116.15215281162","","1722","1","0","0","0","0","0","","","","","","31","[1,2,3,4]","2","USA","0","","0","female","mturk","1","1","","","","","1156","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0","","99.186.250.223","99.186.250.223","09-03-2018 09:09:44","09-03-2018 09:08:17",
"11466","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","5","2","1","7599.695999990217","","2470","270","3","0.15","1","0","6","2","1","10082.93000003323","","2393","270","3","0.20","1","0","4","2","1","5016.466000000946","","2576","270","3","0.25","1","-1","8","-1","1","15049.398000002839","","-1","90","3","0.10","2","0","3","1","1","3866.511999978684","","1144","90","3","0.15","2","0","1","1","0","0","","1735","90","3","0.20","2","0","7","1","1","12482.834000024013","","2558","90","3","0.25","2","1","2","2","0","1749.9299999326468","","2111","1","0","0","0","0","0","0","0","0","0","0","39","[1,2,3,4]","2","usa","1","0","0","male","mturk","1","1","645.81","1549.94","516.65","341.73","1157","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","108.196.136.202","108.196.136.202","09-03-2018 09:25:00","09-03-2018 09:22:34",
"11469","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","6","1","3","534.4319999931031","","144","270","3","0.15","1","0","3","2","2","83.504999995057","","153","270","3","0.20","1","0","8","2","5","718.1429999982356","","79","270","3","0.25","1","1","7","1","4","684.7409999973024","","24","90","3","0.10","2","1","5","2","2","300.61799999384675","","230","90","3","0.15","2","1","1","2","0","0","","7","90","3","0.20","2","1","2","2","1","16.701000000466593","","64","90","3","0.25","2","0","4","1","2","250.51499999244697","","44","1","0","0","0","0","0","0","0","0","0","0","29","[1,2,3,4]","1","US","1","0","0","female","community","1","1","501.03","501.03","501.03","0","1158","Study 4a","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","104.174.21.254","104.174.21.254","09-03-2018 09:30:35","09-03-2018 09:29:50",
"11474","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","1","2","0","0","","1470","270","3","0.15","1","0","7","2","4","10456.583999995928","","2093","270","3","0.20","1","1","5","1","2","6481.057999997574","","1785","270","3","0.25","1","1","6","1","3","8268.367999997281","","2178","90","3","0.10","2","1","3","2","1","3140.381000001071","","1823","90","3","0.15","2","1","8","2","4","12561.244999997143","","815","90","3","0.20","2","0","4","1","2","4977.681000000302","","1496","90","3","0.25","2","1","2","2","0","1470.0290000000678","","1660","1","0","0","0","0","0","0","0","0","0","0","47","[1,2,3,4]","2","USA","1","0","0","female","mturk","1","1","506.76","515.66","500.14","5.23","1159","Study 4a","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36","","174.45.181.133","174.45.181.133","09-03-2018 09:38:50","09-03-2018 09:37:36",
"11476","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","6","2","3","5848.531999625266","","635","270","3","0.15","1","1","4","1","1","4682.221999857575","","616","270","3","0.20","1","1","7","1","3","6498.335999669507","","433","270","3","0.25","1","0","8","2","4","6931.436999468133","","467","90","3","0.10","2","0","2","1","0","3015.9670000430197","","941","90","3","0.15","2","1","3","2","0","3965.7189999707043","","707","90","3","0.20","2","-1","1","-1","0","0","","-1","90","3","0.25","2","1","5","2","2","5298.695999663323","","547","1","0","0","0","0","0","0","0","0","0","0","35","[1,2,3,4]","1","United States","1","0","0","female","mturk","1","1","516.26","516.59","514.25","0.76","1160","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36","","162.235.118.252","162.235.118.252","09-03-2018 09:41:57","09-03-2018 09:39:37",
